epoch,training_loss,validation_average_precision,validation_roc_auc,validation_f1_at_0_5,training_seconds,validation_seconds,epoch_seconds,improved
1,0.3041219827935768,0.012459639681650725,0.8442256899995527,0.0,168.62861029998749,335.87069530000736,504.49930559999484,True
2,0.2708050951651688,0.00947332274748005,0.8001610110554581,0.0035093316318392086,156.69148980001046,262.35900760001095,419.0504974000214,False
3,0.2725812296682656,0.013189432221102707,0.8355490965812005,0.011036385583721331,154.85827890000655,261.44690849998733,416.3051873999939,True
4,0.2555576116671755,0.021233846452576317,0.8349499435774697,0.06451612903225806,152.50341960000515,269.0678734999965,421.57129310000164,True
5,0.2528262312377352,0.016959031797333032,0.8455330977839768,0.036418816388467376,154.47142640000675,268.79729279999447,423.2687192000012,False
6,0.2431412228479509,0.00942860426676929,0.772392361135569,0.03058823529411765,153.57432139999582,262.0679914999928,415.6423128999886,False
7,0.2266701609731894,0.014013740525529759,0.8262155553878817,0.045051436679673644,151.84260200000426,262.43596490001073,414.278566900015,False
8,0.2281076798417294,0.00990345373356064,0.8038455718942965,0.026893000190730498,153.8698008999927,266.5155715000001,420.3853723999928,False
9,0.21924557746977122,0.008674222284035022,0.7748804370941064,0.027875655782632527,154.79627989999426,277.423901800008,432.2201817000023,False
10,0.20476389903865563,0.022006461928278265,0.852857517293895,0.0506689439225733,153.55233989999397,263.26503429999866,416.8173741999926,True
11,0.19700230814222605,0.025817286319927305,0.8526360064429658,0.07308898259271272,153.03287239999918,258.6044910000055,411.6373634000047,True
12,0.19404070887460753,0.012883960639184825,0.8217994499367797,0.03901991747745912,153.03041010000743,265.2330651000084,418.2634752000158,False
13,0.1867388650673387,0.0210384129377555,0.8411211592452581,0.06953099376844867,155.2450678000023,276.047573200005,431.2926410000073,False
14,0.1648467788625776,0.013418979878681327,0.8071508255497871,0.03739822003408445,153.36257659998955,262.1274473999947,415.49002399998426,False
15,0.15631819903240643,0.03340598306321734,0.8101403911480654,0.07873521097267303,153.6532392000081,263.82449830000405,417.47773750001215,True
16,0.1432800750156394,0.034603052171126164,0.8489473307239487,0.11901583063131795,155.13380759999563,263.1000989999884,418.23390659998404,True
17,0.13876368248569415,0.01773826113055842,0.8152732272091859,0.04983763941832557,152.64510480000172,258.2955093000055,410.9406141000072,False
18,0.13505647886984923,0.03709831448397324,0.7807763135113246,0.036063003349725606,153.88502299999527,262.630238800004,416.5152617999993,True
19,0.1296220886254749,0.01833096258559616,0.7595513593837293,0.024186878283223426,152.47466310000164,264.18631439999444,416.6609774999961,False
20,0.130930687799286,0.08396480269295686,0.8281230581757402,0.13672431332655138,153.94921339998837,255.7373430000007,409.68655639998906,True
21,0.11796035399203622,0.039931460503359474,0.8314267129249442,0.05971726780288017,154.2795768000069,263.02403260000574,417.30360940001265,False
22,0.11710515649382139,0.01963937380652019,0.8208700918907594,0.048938321536905964,154.00394219999725,263.0228051000013,417.02674729999853,False
23,0.12052836733108327,0.025472626137903468,0.8311162649443349,0.044760144010898124,151.82424919999903,258.5023974999931,410.3266466999921,False
24,0.11465995701001368,0.07166526916497216,0.7762883851898317,0.060324825986078884,153.44368319999194,269.09356360000675,422.5372467999987,False
25,0.10920245169223708,0.019591187035981034,0.798622132588945,0.03966859151393422,153.47169780000695,270.2365351000044,423.70823290001135,False
26,0.10131040948681366,0.04490566335798459,0.8487291694461891,0.09373837569745815,151.79075010000088,295.3299077999982,447.12065789999906,False
27,0.10259508261786329,0.03227932776519892,0.8332373892001033,0.04355858736587792,147.77207380000618,294.69007109999075,442.46214489999693,False
28,0.10731801395726953,0.0375405039852385,0.8732669251509517,0.0705606301852007,145.97274939999625,281.9798168999987,427.95256629999494,False
