epoch,training_loss,validation_average_precision,validation_roc_auc,validation_f1_at_0_5,training_seconds,validation_seconds,epoch_seconds,improved
1,0.3199594812029376,0.01661257160933718,0.8515431742376098,0.0,150.67005709999648,197.195873699995,347.8659307999915,True
2,0.2872742533256107,0.024007079575180564,0.7412101926023782,0.0,150.41795020000427,197.29680430000008,347.71475450000435,True
3,0.27695158970094524,0.049738278049272035,0.8565227286508054,0.11404728789986092,151.18099770000845,197.40700300000026,348.5880007000087,True
4,0.2757797664499322,0.05489777955631212,0.8655752717231427,0.10318664643399089,151.43903740000678,197.79609080000955,349.23512820001633,True
5,0.2550712551480497,0.015995286754173846,0.7408520144875452,0.015895953757225433,152.73797440000635,199.14787149999756,351.8858459000039,False
6,0.24632597152080243,0.050721384500236735,0.7716631657057191,0.13222416812609458,151.96936129999813,198.60787460001302,350.57723590001115,False
7,0.2386763978413849,0.07200408772497957,0.8132734349238151,0.09971599873777216,153.06267320000916,203.9388331000082,357.00150630001735,True
8,0.23070389551608014,0.1319990876222491,0.8347664698533139,0.13789510246613407,152.3067052999977,201.3863119000016,353.6930171999993,True
9,0.2115313714800283,0.057734174785654485,0.8633040748762525,0.10469314079422383,152.59378000001016,200.82800970000972,353.4217897000199,False
10,0.20769651453898227,0.1349525751261306,0.8150413503108789,0.08939765603706733,153.61688709999726,199.07204199999978,352.68892909999704,True
11,0.18947019559568334,0.17633681714530716,0.8661244237185937,0.08086213303604609,152.58806520000508,205.0234114999912,357.6114766999963,True
12,0.18196620205764685,0.08754488141239494,0.8805013309379037,0.1149789029535865,155.471258199992,213.1889392000012,368.6601973999932,False
13,0.1746258996048118,0.05190006159752835,0.8541732428787887,0.09001343484102105,155.3532683999947,204.0560206999944,359.4092890999891,False
14,0.17319375424520522,0.07608744074884712,0.8671577142385547,0.135226264418811,151.76209670001117,203.15618499999982,354.918281700011,False
15,0.15392331824277708,0.21738831061445757,0.8919663079207818,0.07583547557840617,153.92069800000172,200.48656259999552,354.40726059999724,True
16,0.1417658782840133,0.09344569731954622,0.8932915838295601,0.0589607965152458,155.130588,200.85847049999575,355.98905849999574,False
17,0.13091341567552284,0.21498471002393718,0.8923660518321268,0.23251533742331287,153.3330341999972,202.10472799999116,355.43776219998836,False
18,0.1446310550061782,0.0356325983971252,0.8020208246342004,0.07489628882161678,151.43728620000184,215.1926700999902,366.62995629999205,False
19,0.1355081651328648,0.08556937289564367,0.8583858679035165,0.10351006640666174,165.87226669999654,247.14677819999633,413.0190448999929,False
20,0.12710340139744128,0.05714089155532522,0.8894464649450997,0.04332638458504705,208.9630799999868,271.9449564999959,480.9080364999827,False
21,0.13014340318495005,0.10484660454583451,0.851174577842651,0.11790512750205648,221.94893410000077,247.48470110000926,469.43363520001003,False
22,0.12893413509818297,0.09147933545964569,0.8645525447633446,0.12457464121911525,158.905743299998,215.3862386999972,374.2919819999952,False
23,0.1276526617154702,0.06410182000078067,0.8841070597334028,0.1231203007518797,158.05526139998983,233.09039919999486,391.1456605999847,False
