scope,outer_fold,inner_fold,channel_index,channel_name,sample_count,mean_uv,std_uv,scale_uv,scaler_path
inner_training,0,0,0,FP1-F7,457872896,-0.000995598395368986,67.10219542570934,67.10219542570934,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,1,F7-T7,457872896,0.0018506386696552795,68.22324903999481,68.22324903999481,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,2,T7-P7,457872896,-0.0014008850694758608,57.24635362974368,57.24635362974368,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,3,P7-O1,457872896,-0.002405164757269292,57.5671920969615,57.5671920969615,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,4,FP1-F3,457872896,-0.0006665945738428788,78.49159128162873,78.49159128162873,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,5,F3-C3,457872896,0.0004765755327087252,64.98115361810835,64.98115361810835,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,6,C3-P3,457872896,0.0005379690188208085,51.57376228114284,51.57376228114284,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,7,P3-O1,457872896,-0.0033030895461642782,60.04242345797187,60.04242345797187,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,8,FZ-CZ,457872896,0.0018529763609547837,65.40517380368632,65.40517380368632,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,9,CZ-PZ,457872896,-0.0007914199917218481,59.00214554359725,59.00214554359725,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,10,FP2-F4,457872896,0.00016789802762950322,76.21362842730147,76.21362842730147,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,11,F4-C4,457872896,0.0012370862643452615,57.59619472167649,57.59619472167649,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,12,C4-P4,457872896,-0.001411936752396152,58.1096369620025,58.1096369620025,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,13,P4-O2,457872896,-0.0012662231060315012,57.97003200818863,57.97003200818863,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,14,FP2-F8,457872896,-0.001021688323464614,70.14575496986852,70.14575496986852,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,15,F8-T8,457872896,0.0012564302046118034,56.8117423796003,56.8117423796003,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,0,16,P8-O2,457872896,-0.0002011175583493421,53.20931394603265,53.20931394603265,artifacts\scalers\outer_00\inner_00_scaler.npz
inner_training,0,1,0,FP1-F7,500326656,-0.0003708692890752702,72.83883432525971,72.83883432525971,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,1,F7-T7,500326656,0.0010459310948072432,66.80573514809247,66.80573514809247,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,2,T7-P7,500326656,-0.0011321334258604513,56.9105333224731,56.9105333224731,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,3,P7-O1,500326656,-0.0008984553603848412,59.06552248255025,59.06552248255025,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,4,FP1-F3,500326656,-0.00026185653996983147,78.86986274871619,78.86986274871619,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,5,F3-C3,500326656,-0.00025186818051016745,62.788913882332274,62.788913882332274,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,6,C3-P3,500326656,0.0006164651590361417,48.28231333596825,48.28231333596825,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,7,P3-O1,500326656,-0.0014608758801585898,59.82595517949195,59.82595517949195,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,8,FZ-CZ,500326656,0.0008424992433300989,62.50397042168586,62.50397042168586,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,9,CZ-PZ,500326656,-0.00039630016736681603,55.46261438086799,55.46261438086799,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,10,FP2-F4,500326656,-0.0009948292876464206,77.37705539271195,77.37705539271195,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,11,F4-C4,500326656,0.0007394460796661038,56.10932701654661,56.10932701654661,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,12,C4-P4,500326656,-0.0013568725192199403,60.951771204222396,60.951771204222396,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,13,P4-O2,500326656,-0.00021950690607875915,64.34471071555295,64.34471071555295,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,14,FP2-F8,500326656,-0.0014592703363577183,71.88453850177554,71.88453850177554,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,15,F8-T8,500326656,0.00012814553935393304,58.47928220247305,58.47928220247305,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,1,16,P8-O2,500326656,2.6607353333616517e-05,53.135667969920924,53.135667969920924,artifacts\scalers\outer_00\inner_01_scaler.npz
inner_training,0,2,0,FP1-F7,543733504,-1.3377610274536517e-05,73.85521442838602,73.85521442838602,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,1,F7-T7,543733504,0.0015299732320259512,64.95511788759731,64.95511788759731,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,2,T7-P7,543733504,-0.001470041146510266,56.261399524286155,56.261399524286155,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,3,P7-O1,543733504,-0.0008034015735708612,53.221358996509224,53.221358996509224,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,4,FP1-F3,543733504,-8.4681697330966e-05,75.41412253643277,75.41412253643277,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,5,F3-C3,543733504,5.95666834298333e-05,55.09156003774866,55.09156003774866,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,6,C3-P3,543733504,0.0008707911205975386,42.16720246245967,42.16720246245967,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,7,P3-O1,543733504,-0.001600590384761375,51.79078877979224,51.79078877979224,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,8,FZ-CZ,543733504,6.325866280199713e-05,53.46075947701694,53.46075947701694,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,9,CZ-PZ,543733504,0.0002787842110155264,47.741559528568196,47.741559528568196,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,10,FP2-F4,543733504,-0.0008588750014299645,76.23609401774637,76.23609401774637,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,11,F4-C4,543733504,0.00041815988867454116,49.19658852480027,49.19658852480027,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,12,C4-P4,543733504,-0.00042022623981846093,55.411026941463334,55.411026941463334,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,13,P4-O2,543733504,-0.00036278474441514736,57.22728831982849,57.22728831982849,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,14,FP2-F8,543733504,-0.0006056454997033048,72.40801958256633,72.40801958256633,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,15,F8-T8,543733504,7.312498107314466e-06,54.78896086076253,54.78896086076253,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,2,16,P8-O2,543733504,-9.986099701189414e-05,46.52483984235607,46.52483984235607,artifacts\scalers\outer_00\inner_02_scaler.npz
inner_training,0,3,0,FP1-F7,510113280,0.0005553363757042403,74.25572517649208,74.25572517649208,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,1,F7-T7,510113280,0.0008663573837910429,62.62042355598121,62.62042355598121,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,2,T7-P7,510113280,-0.0013844232192681744,55.946051455281754,55.946051455281754,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,3,P7-O1,510113280,6.509468077101521e-06,50.48820922361858,50.48820922361858,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,4,FP1-F3,510113280,-0.00013809502619239062,77.21844210319394,77.21844210319394,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,5,F3-C3,510113280,0.00029631614830243704,52.77480947018478,52.77480947018478,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,6,C3-P3,510113280,4.859855647040378e-05,43.329912801601,43.329912801601,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,7,P3-O1,510113280,-0.00016998335007225955,51.680383603099514,51.680383603099514,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,8,FZ-CZ,510113280,0.00021688557680131582,55.40673686164556,55.40673686164556,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,9,CZ-PZ,510113280,0.00013962260159515694,51.1117593254449,51.1117593254449,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,10,FP2-F4,510113280,-0.0003968286568262137,77.17773244739962,77.17773244739962,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,11,F4-C4,510113280,0.0013413723104308323,54.16388752194548,54.16388752194548,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,12,C4-P4,510113280,-0.0014871758628691026,61.598795124262345,61.598795124262345,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,13,P4-O2,510113280,-0.0007631702968636759,60.15882184830985,60.15882184830985,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,14,FP2-F8,510113280,-0.0009467744739148687,74.64968680807289,74.64968680807289,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,15,F8-T8,510113280,0.0004716439584804059,56.42878777013676,56.42878777013676,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,0,3,16,P8-O2,510113280,-0.0004359201985014888,48.495966229880814,48.495966229880814,artifacts\scalers\outer_00\inner_03_scaler.npz
inner_training,1,0,0,FP1-F7,448819456,0.0013101092017977752,62.61482135713657,62.61482135713657,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,1,F7-T7,448819456,0.000467915455093788,63.29944952157787,63.29944952157787,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,2,T7-P7,448819456,-0.0016362499449457644,52.98605783793116,52.98605783793116,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,3,P7-O1,448819456,-0.0016818636943077131,57.0296967293116,57.0296967293116,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,4,FP1-F3,448819456,0.0011218773265554152,74.69718095324728,74.69718095324728,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,5,F3-C3,448819456,0.0012886094596801956,67.24802971063548,67.24802971063548,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,6,C3-P3,448819456,-0.0001869818441337576,55.7727365211242,55.7727365211242,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,7,P3-O1,448819456,-0.0037761642452757405,61.002057921721914,61.002057921721914,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,8,FZ-CZ,448819456,0.003069158838471262,64.17305702144697,64.17305702144697,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,9,CZ-PZ,448819456,-0.0011236872407668773,57.430310827195505,57.430310827195505,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,10,FP2-F4,448819456,0.00147441124996068,71.82109290533572,71.82109290533572,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,11,F4-C4,448819456,-0.00022846394720671019,55.047340334174116,55.047340334174116,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,12,C4-P4,448819456,0.0006236820977802058,52.361766395244025,52.361766395244025,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,13,P4-O2,448819456,-0.002021750259039524,56.77058724361354,56.77058724361354,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,14,FP2-F8,448819456,-1.097973465230285e-05,66.46766907159915,66.46766907159915,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,15,F8-T8,448819456,0.00047892879703586514,54.73703424521486,54.73703424521486,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,0,16,P8-O2,448819456,-0.00023881720575034667,53.47027103879359,53.47027103879359,artifacts\scalers\outer_01\inner_00_scaler.npz
inner_training,1,1,0,FP1-F7,500326656,-0.0003708692890752702,72.83883432525971,72.83883432525971,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,1,F7-T7,500326656,0.0010459310948072432,66.80573514809247,66.80573514809247,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,2,T7-P7,500326656,-0.0011321334258604513,56.9105333224731,56.9105333224731,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,3,P7-O1,500326656,-0.0008984553603848412,59.06552248255025,59.06552248255025,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,4,FP1-F3,500326656,-0.00026185653996983147,78.86986274871619,78.86986274871619,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,5,F3-C3,500326656,-0.00025186818051016745,62.788913882332274,62.788913882332274,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,6,C3-P3,500326656,0.0006164651590361417,48.28231333596825,48.28231333596825,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,7,P3-O1,500326656,-0.0014608758801585898,59.82595517949195,59.82595517949195,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,8,FZ-CZ,500326656,0.0008424992433300989,62.50397042168586,62.50397042168586,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,9,CZ-PZ,500326656,-0.00039630016736681603,55.46261438086799,55.46261438086799,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,10,FP2-F4,500326656,-0.0009948292876464206,77.37705539271195,77.37705539271195,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,11,F4-C4,500326656,0.0007394460796661038,56.10932701654661,56.10932701654661,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,12,C4-P4,500326656,-0.0013568725192199403,60.951771204222396,60.951771204222396,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,13,P4-O2,500326656,-0.00021950690607875915,64.34471071555295,64.34471071555295,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,14,FP2-F8,500326656,-0.0014592703363577183,71.88453850177554,71.88453850177554,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,15,F8-T8,500326656,0.00012814553935393304,58.47928220247305,58.47928220247305,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,1,16,P8-O2,500326656,2.6607353333616517e-05,53.135667969920924,53.135667969920924,artifacts\scalers\outer_01\inner_01_scaler.npz
inner_training,1,2,0,FP1-F7,534680064,0.0019387035999200862,70.58395963067184,70.58395963067184,artifacts\scalers\outer_01\inner_02_scaler.npz
inner_training,1,2,1,F7-T7,534680064,0.00036386241503893346,60.565654083125196,60.565654083125196,artifacts\scalers\outer_01\inner_02_scaler.npz
inner_training,1,2,2,T7-P7,534680064,-0.0016687813706529346,52.623595848273574,52.623595848273574,artifacts\scalers\outer_01\inner_02_scaler.npz
inner_training,1,2,3,P7-O1,534680064,-0.000169128707768892,52.65602037945192,52.65602037945192,artifacts\scalers\outer_01\inner_02_scaler.npz
