case_id,recording_id,channel_name,channel_index,chunk_count,non_ictal_chunk_count,ictal_chunk_count,boundary_chunk_count,median_rms_uv,maximum_rms_uv,median_std_uv,minimum_std_uv,median_peak_to_peak_uv,maximum_peak_to_peak_uv,median_robust_range_uv,maximum_flatline_fraction,median_flatline_fraction,maximum_zero_fraction,median_line_noise_ratio,maximum_line_noise_ratio,median_high_frequency_ratio,maximum_high_frequency_ratio,review_chunk_count,maximum_flag_count,review_chunk_fraction
chb01,chb01_01,C3-P3,6,60,60,0,0,16.66023939647976,48.78432963271111,16.65864487850253,13.814235855769589,173.2844932844933,949.4505494505495,81.93601953601953,0.0,0.0,0.0,0.6075526224500247,0.7368433431223319,0.03132297565718015,0.0986948540713689,60,1,1.0
chb01,chb01_01,C4-P4,10,60,60,0,0,17.855661444433853,32.23046774500648,17.85544330503724,13.772516348210823,200.04884004884002,633.3577533577534,86.15384615384616,0.0,0.0,0.0,0.3528662840689911,0.6830712913227394,0.022742617474326335,0.07149117545347199,60,1,1.0
chb01,chb01_01,CZ-PZ,17,60,60,0,0,20.6726190302438,25.302747939094406,20.671680145760995,17.93413922293961,197.5091575091575,414.94505494505495,98.5416361416361,0.0,0.0,0.0,0.9010838747558003,0.9421014481769979,0.007282396940421727,0.013077767157070028,60,1,1.0
chb01,chb01_01,F3-C3,5,60,60,0,0,24.85742530125101,47.96546774857232,24.855054386165044,19.062672756449274,281.51404151404154,785.7387057387057,131.36214896214892,0.0,0.0,0.0,0.11154729246056717,0.1839534327392361,0.045038369077815096,0.10135072511646763,0,0,0.0
chb01,chb01_01,F4-C4,9,60,60,0,0,23.184522614994137,34.623291292423964,23.183938253166076,17.95203693782469,247.7167277167277,484.88400488400487,122.96166056166052,0.0,0.0,0.0,0.5764798677387606,0.9101869329583834,0.023185998408958686,0.07090468382414115,57,1,0.95
chb01,chb01_01,F7-T7,1,60,60,0,0,39.309138482721295,80.72400648495496,39.30745373985451,15.29579533329597,511.45299145299145,1242.100122100122,235.87985347985344,0.0,0.0,0.0,0.7494764299003225,0.9225566439613365,0.04502846552763453,0.19214217506082068,60,1,1.0
chb01,chb01_01,F8-T8,13,60,60,0,0,38.68690482147969,61.426815824904935,38.68663163246139,17.970396345597578,488.98656898656895,858.8034188034188,224.00781440781435,0.0,0.0,0.0,0.9499244570437516,0.9802561196445818,0.07548188916285867,0.1527092246865296,60,1,1.0
chb01,chb01_01,FP1-F3,4,60,60,0,0,68.9853458175169,96.29936120485526,68.98461498025497,35.070669485195126,973.0891330891329,1477.7045177045177,465.94383394383385,0.0,0.0,0.0,0.3633651456987028,0.6973595740261423,0.052282347414396614,0.13583104374578478,55,1,0.9166666666666666
chb01,chb01_01,FP1-F7,0,60,60,0,0,71.03877007684753,102.84266501153495,71.03848452121417,33.012902590888885,1007.6678876678877,1616.019536019536,488.01953601953596,0.0,0.0,0.0,0.49532419659703564,0.8209841600450624,0.04288610883623903,0.1572207798009866,59,1,0.9833333333333333
chb01,chb01_01,FP2-F4,8,60,60,0,0,58.12196182108332,81.45747162881827,58.12183510838632,31.128126495669466,840.2442002442003,1226.4713064713064,377.25030525030513,0.0,0.0,0.0,0.5454373111164521,0.8414535404014715,0.04660722514366061,0.12580958144235174,60,1,1.0
chb01,chb01_01,FP2-F8,12,60,60,0,0,60.511749975028124,90.01145099631378,60.504778127400314,28.005539076164727,876.3858363858363,1336.6544566544567,404.7257631257629,0.0,0.0,0.0,0.9569256141041638,0.9917626413621315,0.06584639589692468,0.16815241722820498,60,1,1.0
chb01,chb01_01,FT10-T8,21,60,60,0,0,27.19666976090649,52.7904148162695,27.19239032646201,11.977711550511353,369.62148962148956,786.9108669108668,170.9050061050061,0.0,0.0,0.0,0.7490115764835668,0.9227931653480357,0.06620778180993173,0.15005710157134972,60,1,1.0
chb01,chb01_01,FT9-FT10,20,60,60,0,0,54.76101543848486,74.06918905833119,54.75951301724824,19.26306382953187,757.6068376068376,1165.5189255189252,323.7118437118437,0.0,0.0,0.0,0.6303695801606273,0.7746278471730831,0.030580850531304965,0.06517113130985956,60,1,1.0
chb01,chb01_01,FZ-CZ,16,60,60,0,0,21.908921092511513,26.449908148938107,21.907676239467015,17.723981771522727,212.16117216117215,334.84737484737485,114.67643467643467,0.0,0.0,0.0,0.6656491384405929,0.7632521185376527,0.00789205318696233,0.02146748612631468,60,1,1.0
chb01,chb01_01,P3-O1,7,60,60,0,0,21.757506737963553,30.998619070996817,21.756647876736487,18.714802015722018,203.17460317460316,430.96459096459097,105.1037851037851,0.0,0.0,0.0,0.5869883169421695,0.7585301287927353,0.042694957729790345,0.09344725123706904,60,1,1.0
chb01,chb01_01,P4-O2,11,60,60,0,0,22.69555460190415,38.56732188748173,22.6944175789132,18.26820493846315,257.4847374847375,872.4786324786326,114.48107448107447,0.0,0.0,0.0,0.9900569601992288,0.994291765638549,0.1337912576991649,0.2217379673582536,60,1,1.0
chb01,chb01_01,P7-O1,3,60,60,0,0,18.48537752660644,23.59966877257254,18.48419453005029,13.974672413610294,221.14774114774116,564.5909645909645,90.72722832722829,0.0,0.0,0.0,0.42719704936851827,0.54359157778262,0.045678487716474814,0.12034429144310986,41,1,0.6833333333333333
chb01,chb01_01,P7-T7,18,60,60,0,0,24.7241270783272,55.39803884937289,24.723056055018105,14.958289761100765,382.3199023199023,1133.0891330891332,124.0185592185592,0.0,0.0,0.0,0.23676017915601208,0.5412276011092767,0.07909054385014724,0.17097723116927027,25,1,0.4166666666666667
chb01,chb01_01,P8-O2,15,60,60,0,0,25.876990783308997,42.48667801765834,25.876465205042642,17.779053402929726,324.2979242979243,858.0219780219779,130.27008547008546,0.0,0.0,0.0,0.9940615404293873,0.9967633777669568,0.13825308966510114,0.2052466891897572,60,1,1.0
chb01,chb01_01,T7-FT9,19,60,60,0,0,25.229742072684708,65.52868536866399,25.228229817889464,12.408441672358187,333.08913308913304,1312.4297924297923,140.54407814407813,0.0,0.0,0.0,0.9505535210540792,0.9790670358037283,0.11767831717084082,0.22587928842865582,60,1,1.0
chb01,chb01_01,T7-P7,2,60,60,0,0,24.723608955147647,55.395433037842515,24.723056055018105,14.958289761100765,382.3199023199023,1133.0891330891332,124.01855921855915,0.0,0.0,0.0,0.23676017915601222,0.5412276011092771,0.07909054385014724,0.1709772311692703,25,1,0.4166666666666667
chb01,chb01_01,T8-P8-0,14,60,60,0,0,23.797462683108932,61.556790301061305,23.796211769275438,17.014843903281836,298.1196581196581,991.6483516483518,123.5477411477411,0.0,0.0,0.0,0.7169624113290702,0.9548597375607797,0.059702639071694125,0.12561103983642705,60,1,1.0
chb01,chb01_01,T8-P8-1,22,60,60,0,0,23.797462683108932,61.556790301061305,23.796211769275438,17.014843903281836,298.1196581196581,991.6483516483518,123.5477411477411,0.0,0.0,0.0,0.7169624113290702,0.9548597375607797,0.059702639071694125,0.12561103983642705,60,1,1.0
chb01,chb01_02,C3-P3,6,60,60,0,0,17.68884427698461,24.92047798269818,17.688490636181648,14.247367508662892,181.48962148962147,390.7203907203907,88.3028083028083,0.0,0.0,0.0,0.7618339434304544,0.9689246510011803,0.0355398648127012,0.05154127313280291,60,1,1.0
chb01,chb01_02,C4-P4,10,60,60,0,0,19.853919663642674,43.380478105868306,19.85361255282787,15.699523557821212,213.5286935286935,752.5274725274726,99.04761904761904,0.0,0.0,0.0,0.4787754186265115,0.9238321218027797,0.046879931181234714,0.060661618134949295,60,1,1.0
chb01,chb01_02,CZ-PZ,17,60,60,0,0,23.040174789114126,40.80545331628526,23.039288967595652,18.72749105739215,275.4578754578755,557.1672771672772,116.04395604395603,0.0,0.0,0.0,0.9286770690805698,0.9942935584356942,0.011014380979280421,0.015103379696887275,60,1,1.0
chb01,chb01_02,F3-C3,5,60,60,0,0,24.786685948773105,42.27753968824601,24.78450502155699,17.776138064504867,260.4151404151404,445.030525030525,124.24908424908423,0.0,0.0,0.0,0.10735556189265194,0.36193240045553043,0.032967542821048065,0.05953129405679215,17,1,0.2833333333333333
chb01,chb01_02,F4-C4,9,60,60,0,0,24.43438912167523,63.663173051133356,24.43285138936296,16.193965497339967,277.02075702075706,852.5518925518924,128.43174603174603,0.0,0.0,0.0,0.6230331519802673,0.9785891989236867,0.010523528996425996,0.03280908982624065,60,1,1.0
chb01,chb01_02,F7-T7,1,60,60,0,0,24.903021394120273,59.825397876186685,24.902787778513606,15.282602501801835,282.6862026862027,990.4761904761904,132.809768009768,0.0,0.0,0.0,0.8833345103889431,0.979252100223667,0.017933135345497786,0.18082780467204493,60,1,1.0
chb01,chb01_02,F8-T8,13,60,60,0,0,28.879703338973336,62.32711515540249,28.87852044207559,18.46297618029667,346.1782661782662,779.4871794871794,153.71330891330888,0.0,0.0,0.0,0.9650207344719464,0.9953088621546634,0.06717268537619374,0.1550109760147294,60,1,1.0
chb01,chb01_02,FP1-F3,4,60,60,0,0,46.2219050973975,98.55746257279102,46.22143651668484,23.23042727942121,680.2442002442003,1221.3919413919414,273.62930402930397,0.0,0.0,0.0,0.6841260394452601,0.9649287327511891,0.015533301088355416,0.13876741616517763,60,1,1.0
chb01,chb01_02,FP1-F7,0,60,60,0,0,45.08751660719801,110.6292237851675,45.08712382226186,17.84974285348642,703.6874236874237,1359.7069597069594,271.98632478632476,0.0,0.0,0.0,0.774584401519389,0.9750485253764153,0.014894464257514116,0.15351161766871824,60,1,1.0
chb01,chb01_02,FP2-F4,8,60,60,0,0,41.53256778007083,84.15149355916515,41.53253911029272,19.62859229910756,541.9291819291819,1145.5921855921856,234.78778998778995,0.0,0.0,0.0,0.8388902277956908,0.9817254550513128,0.012142306983380605,0.10982225508520665,60,1,1.0
chb01,chb01_02,FP2-F8,12,60,60,0,0,35.22669412225946,82.56479317385399,35.22176120656799,18.556845857292085,516.9230769230769,983.8339438339437,201.93211233211224,0.0,0.0,0.0,0.9875514969429089,0.998968006062796,0.07130897320169718,0.16486814069160743,60,1,1.0
chb01,chb01_02,FT10-T8,21,60,60,0,0,17.39184345975749,53.21608486824097,17.38912735755354,12.880151357894691,206.6910866910867,530.2075702075701,89.32454212454209,0.0,0.0,0.0,0.9224252341271948,0.9872738096173989,0.029457507794367947,0.18441617372133998,60,1,1.0
chb01,chb01_02,FT9-FT10,20,60,60,0,0,39.67636651560872,101.21184040067678,39.6749212006311,23.6516754346317,557.3626373626373,1139.3406593406594,206.06984126984122,0.0,0.0,0.0,0.48734022550430767,0.8738833215184681,0.021837746371212295,0.06878775020415424,60,1,1.0
chb01,chb01_02,FZ-CZ,16,60,60,0,0,24.096953317504838,51.81295051071495,24.096699476519596,16.850027227879476,238.73015873015873,643.5164835164835,123.2371184371184,0.0,0.0,0.0,0.5174322790046024,0.9327579607128033,0.011675909691395021,0.02503051460531028,59,1,0.9833333333333333
chb01,chb01_02,P3-O1,7,60,60,0,0,23.72445386650847,31.642889332002053,23.723127225085342,19.254305873101195,218.99877899877902,404.00488400488393,116.82539682539682,0.0,0.0,0.0,0.5130716002899093,0.930850168620505,0.0760311102858448,0.10189107467442715,60,1,1.0
chb01,chb01_02,P4-O2,11,60,60,0,0,28.212787965669932,103.51461412052288,28.2118836913718,19.975388705968918,286.3980463980464,1575.7753357753356,144.06056166056166,0.0,0.0,0.0,0.9690193838577204,0.9965771883937135,0.1620126238559706,0.24842879174198884,60,1,1.0
